station_id;stationname;date;daytype;rides
41160;Clinton-Lake;02/07/2015;SATURDAY;1412
41160;Clinton-Lake;02/08/2015;SUNDAY/HOLIDAY;1015
41160;Clinton-Lake;02/09/2015;WEEKDAY;4208
41160;Clinton-Lake;02/10/2015;WEEKDAY;4163
41160;Clinton-Lake;02/11/2015;WEEKDAY;4096
41160;Clinton-Lake;02/12/2015;WEEKDAY;4073
41160;Clinton-Lake;02/13/2015;WEEKDAY;3853
41160;Clinton-Lake;02/14/2015;SATURDAY;1207
41160;Clinton-Lake;02/15/2015;SUNDAY/HOLIDAY;917
41160;Clinton-Lake;02/16/2015;WEEKDAY;3043
41160;Clinton-Lake;02/17/2015;WEEKDAY;4124
41160;Clinton-Lake;02/18/2015;WEEKDAY;3876
41160;Clinton-Lake;02/19/2015;WEEKDAY;3333
41160;Clinton-Lake;02/20/2015;WEEKDAY;3871
41160;Clinton-Lake;02/21/2015;SATURDAY;1314
41160;Clinton-Lake;02/22/2015;SUNDAY/HOLIDAY;910
41160;Clinton-Lake;02/23/2015;WEEKDAY;3945
41160;Clinton-Lake;02/24/2015;WEEKDAY;3972
41160;Clinton-Lake;02/25/2015;WEEKDAY;4134
41160;Clinton-Lake;02/26/2015;WEEKDAY;4141
41160;Clinton-Lake;02/27/2015;WEEKDAY;4002
41160;Clinton-Lake;02/28/2015;SATURDAY;1382
41170;Garfield-Dan Ryan;02/01/2015;SUNDAY/HOLIDAY;1496
41170;Garfield-Dan Ryan;02/02/2015;WEEKDAY;2327
41170;Garfield-Dan Ryan;02/03/2015;WEEKDAY;3599
41170;Garfield-Dan Ryan;02/04/2015;WEEKDAY;3696
41170;Garfield-Dan Ryan;02/05/2015;WEEKDAY;3668
41170;Garfield-Dan Ryan;02/06/2015;WEEKDAY;3843
41170;Garfield-Dan Ryan;02/07/2015;SATURDAY;2910
41170;Garfield-Dan Ryan;02/08/2015;SUNDAY/HOLIDAY;1851
41170;Garfield-Dan Ryan;02/09/2015;WEEKDAY;3560
41170;Garfield-Dan Ryan;02/10/2015;WEEKDAY;3741
41170;Garfield-Dan Ryan;02/11/2015;WEEKDAY;3736
41170;Garfield-Dan Ryan;02/12/2015;WEEKDAY;3616
41170;Garfield-Dan Ryan;02/13/2015;WEEKDAY;3906
41170;Garfield-Dan Ryan;02/14/2015;SATURDAY;2558
41170;Garfield-Dan Ryan;02/15/2015;SUNDAY/HOLIDAY;1559
41170;Garfield-Dan Ryan;02/16/2015;WEEKDAY;2503
41170;Garfield-Dan Ryan;02/17/2015;WEEKDAY;3409
41170;Garfield-Dan Ryan;02/18/2015;WEEKDAY;3236
41170;Garfield-Dan Ryan;02/19/2015;WEEKDAY;2412
41170;Garfield-Dan Ryan;02/20/2015;WEEKDAY;3361
41170;Garfield-Dan Ryan;02/21/2015;SATURDAY;2702
41170;Garfield-Dan Ryan;02/22/2015;SUNDAY/HOLIDAY;1871
41170;Garfield-Dan Ryan;02/23/2015;WEEKDAY;3245
41170;Garfield-Dan Ryan;02/24/2015;WEEKDAY;3370
41170;Garfield-Dan Ryan;02/25/2015;WEEKDAY;3523
41170;Garfield-Dan Ryan;02/26/2015;WEEKDAY;3466
41170;Garfield-Dan Ryan;02/27/2015;WEEKDAY;3672
41170;Garfield-Dan Ryan;02/28/2015;SATURDAY;2552
41180;Kedzie-Brown;02/01/2015;SUNDAY/HOLIDAY;1003
41180;Kedzie-Brown;02/02/2015;WEEKDAY;1758
41180;Kedzie-Brown;02/03/2015;WEEKDAY;2208
41180;Kedzie-Brown;02/04/2015;WEEKDAY;2232
41180;Kedzie-Brown;02/05/2015;WEEKDAY;2159
41180;Kedzie-Brown;02/06/2015;WEEKDAY;2266
41180;Kedzie-Brown;02/07/2015;SATURDAY;1643
41180;Kedzie-Brown;02/08/2015;SUNDAY/HOLIDAY;1022
41180;Kedzie-Brown;02/09/2015;WEEKDAY;2043
41180;Kedzie-Brown;02/10/2015;WEEKDAY;2068
41180;Kedzie-Brown;02/11/2015;WEEKDAY;2064
41180;Kedzie-Brown;02/12/2015;WEEKDAY;1998
41180;Kedzie-Brown;02/13/2015;WEEKDAY;2122
41180;Kedzie-Brown;02/14/2015;SATURDAY;1299
41180;Kedzie-Brown;02/15/2015;SUNDAY/HOLIDAY;891
41180;Kedzie-Brown;02/16/2015;WEEKDAY;1550
41180;Kedzie-Brown;02/17/2015;WEEKDAY;2013
41180;Kedzie-Brown;02/18/2015;WEEKDAY;1901
41180;Kedzie-Brown;02/19/2015;WEEKDAY;1503
41180;Kedzie-Brown;02/20/2015;WEEKDAY;1967
41180;Kedzie-Brown;02/21/2015;SATURDAY;1399
41180;Kedzie-Brown;02/22/2015;SUNDAY/HOLIDAY;965
41180;Kedzie-Brown;02/23/2015;WEEKDAY;1807
41180;Kedzie-Brown;02/24/2015;WEEKDAY;1963
41180;Kedzie-Brown;02/25/2015;WEEKDAY;1932
41180;Kedzie-Brown;02/26/2015;WEEKDAY;2085
41180;Kedzie-Brown;02/27/2015;WEEKDAY;2125
41180;Kedzie-Brown;02/28/2015;SATURDAY;1353
41190;Jarvis;02/01/2015;SUNDAY/HOLIDAY;994
41190;Jarvis;02/02/2015;WEEKDAY;1493
41190;Jarvis;02/03/2015;WEEKDAY;1870
41190;Jarvis;02/04/2015;WEEKDAY;1881
41190;Jarvis;02/05/2015;WEEKDAY;1789
41190;Jarvis;02/06/2015;WEEKDAY;1879
41190;Jarvis;02/07/2015;SATURDAY;1425
41190;Jarvis;02/08/2015;SUNDAY/HOLIDAY;972
41190;Jarvis;02/09/2015;WEEKDAY;1658
41190;Jarvis;02/10/2015;WEEKDAY;1710
41190;Jarvis;02/11/2015;WEEKDAY;1752
41190;Jarvis;02/12/2015;WEEKDAY;1701
41190;Jarvis;02/13/2015;WEEKDAY;1710
41190;Jarvis;02/14/2015;SATURDAY;1226
41190;Jarvis;02/15/2015;SUNDAY/HOLIDAY;957
41190;Jarvis;02/16/2015;WEEKDAY;1331
41190;Jarvis;02/17/2015;WEEKDAY;1669
41190;Jarvis;02/18/2015;WEEKDAY;1610
41190;Jarvis;02/19/2015;WEEKDAY;1359
41190;Jarvis;02/20/2015;WEEKDAY;1669
41190;Jarvis;02/21/2015;SATURDAY;1330
41190;Jarvis;02/22/2015;SUNDAY/HOLIDAY;986
41190;Jarvis;02/23/2015;WEEKDAY;1542
41190;Jarvis;02/24/2015;WEEKDAY;1587
41190;Jarvis;02/25/2015;WEEKDAY;1720
41190;Jarvis;02/26/2015;WEEKDAY;1685
41190;Jarvis;02/27/2015;WEEKDAY;1734
41190;Jarvis;02/28/2015;SATURDAY;1362
41200;Argyle;02/01/2015;SUNDAY/HOLIDAY;1619
41200;Argyle;02/02/2015;WEEKDAY;2847
41200;Argyle;02/03/2015;WEEKDAY;3610
41200;Argyle;02/04/2015;WEEKDAY;3440
41200;Argyle;02/05/2015;WEEKDAY;3529
41200;Argyle;02/06/2015;WEEKDAY;3485
41200;Argyle;02/07/2015;SATURDAY;2468
41200;Argyle;02/08/2015;SUNDAY/HOLIDAY;1890
41200;Argyle;02/09/2015;WEEKDAY;3191
41200;Argyle;02/10/2015;WEEKDAY;3324
41200;Argyle;02/11/2015;WEEKDAY;3400
41200;Argyle;02/12/2015;WEEKDAY;3022
41200;Argyle;02/13/2015;WEEKDAY;3292
41200;Argyle;02/14/2015;SATURDAY;2193
41200;Argyle;02/15/2015;SUNDAY/HOLIDAY;1715
41200;Argyle;02/16/2015;WEEKDAY;2425
41200;Argyle;02/17/2015;WEEKDAY;3199
41200;Argyle;02/18/2015;WEEKDAY;2944
41200;Argyle;02/19/2015;WEEKDAY;2484
41200;Argyle;02/20/2015;WEEKDAY;3145
41200;Argyle;02/21/2015;SATURDAY;2589
41200;Argyle;02/22/2015;SUNDAY/HOLIDAY;1814
41200;Argyle;02/23/2015;WEEKDAY;2981
41200;Argyle;02/24/2015;WEEKDAY;3093
41200;Argyle;02/25/2015;WEEKDAY;3150
41200;Argyle;02/26/2015;WEEKDAY;3197
41200;Argyle;02/27/2015;WEEKDAY;3331
41200;Argyle;02/28/2015;SATURDAY;2389
41210;Wellington;02/01/2015;SUNDAY/HOLIDAY;1172
41210;Wellington;02/02/2015;WEEKDAY;2756
41210;Wellington;02/03/2015;WEEKDAY;3325
41210;Wellington;02/04/2015;WEEKDAY;3417
41210;Wellington;02/05/2015;WEEKDAY;3240
41210;Wellington;02/06/2015;WEEKDAY;3190
41210;Wellington;02/07/2015;SATURDAY;1641
41210;Wellington;02/08/2015;SUNDAY/HOLIDAY;926
41210;Wellington;02/09/2015;WEEKDAY;3081
41210;Wellington;02/10/2015;WEEKDAY;3185
41210;Wellington;02/11/2015;WEEKDAY;3227
41210;Wellington;02/12/2015;WEEKDAY;3047
41210;Wellington;02/13/2015;WEEKDAY;3064
41210;Wellington;02/14/2015;SATURDAY;1195
41210;Wellington;02/15/2015;SUNDAY/HOLIDAY;898
41210;Wellington;02/16/2015;WEEKDAY;2335
41210;Wellington;02/17/2015;WEEKDAY;2972
41210;Wellington;02/18/2015;WEEKDAY;2921
41210;Wellington;02/19/2015;WEEKDAY;2536
41210;Wellington;02/20/2015;WEEKDAY;2827
41210;Wellington;02/21/2015;SATURDAY;1438
41210;Wellington;02/22/2015;SUNDAY/HOLIDAY;899
41210;Wellington;02/23/2015;WEEKDAY;2919
41210;Wellington;02/24/2015;WEEKDAY;2998
41210;Wellington;02/25/2015;WEEKDAY;3114
41210;Wellington;02/26/2015;WEEKDAY;3120
41210;Wellington;02/27/2015;WEEKDAY;3055
41210;Wellington;02/28/2015;SATURDAY;1344
41220;Fullerton;02/01/2015;SUNDAY/HOLIDAY;5797
41220;Fullerton;02/02/2015;WEEKDAY;8071
41220;Fullerton;02/03/2015;WEEKDAY;15160
41220;Fullerton;02/04/2015;WEEKDAY;15371
41220;Fullerton;02/05/2015;WEEKDAY;15072
41220;Fullerton;02/06/2015;WEEKDAY;13221
41220;Fullerton;02/07/2015;SATURDAY;9382
41220;Fullerton;02/08/2015;SUNDAY/HOLIDAY;6593
41220;Fullerton;02/09/2015;WEEKDAY;14226
41220;Fullerton;02/10/2015;WEEKDAY;14789
41220;Fullerton;02/11/2015;WEEKDAY;15076
41220;Fullerton;02/12/2015;WEEKDAY;14296
41220;Fullerton;02/13/2015;WEEKDAY;12892
41220;Fullerton;02/14/2015;SATURDAY;7369
41220;Fullerton;02/15/2015;SUNDAY/HOLIDAY;5667
41220;Fullerton;02/16/2015;WEEKDAY;12250
41220;Fullerton;02/17/2015;WEEKDAY;14034
41220;Fullerton;02/18/2015;WEEKDAY;13660
41220;Fullerton;02/19/2015;WEEKDAY;11559
41220;Fullerton;02/20/2015;WEEKDAY;11413
41220;Fullerton;02/21/2015;SATURDAY;8611
41220;Fullerton;02/22/2015;SUNDAY/HOLIDAY;6210
41220;Fullerton;02/23/2015;WEEKDAY;13219
41220;Fullerton;02/24/2015;WEEKDAY;13930
41220;Fullerton;02/25/2015;WEEKDAY;14583
41220;Fullerton;02/26/2015;WEEKDAY;14798
41220;Fullerton;02/27/2015;WEEKDAY;12309
41220;Fullerton;02/28/2015;SATURDAY;8331
41230;47th-Dan Ryan;02/01/2015;SUNDAY/HOLIDAY;1330
41230;47th-Dan Ryan;02/02/2015;WEEKDAY;2019
41230;47th-Dan Ryan;02/03/2015;WEEKDAY;3216
41230;47th-Dan Ryan;02/04/2015;WEEKDAY;3193
41230;47th-Dan Ryan;02/05/2015;WEEKDAY;3209
41230;47th-Dan Ryan;02/06/2015;WEEKDAY;3393
41230;47th-Dan Ryan;02/07/2015;SATURDAY;2377
41230;47th-Dan Ryan;02/08/2015;SUNDAY/HOLIDAY;1643
41230;47th-Dan Ryan;02/09/2015;WEEKDAY;3223
41230;47th-Dan Ryan;02/10/2015;WEEKDAY;3290
41230;47th-Dan Ryan;02/11/2015;WEEKDAY;3378
41230;47th-Dan Ryan;02/12/2015;WEEKDAY;3086
41230;47th-Dan Ryan;02/13/2015;WEEKDAY;3363
41230;47th-Dan Ryan;02/14/2015;SATURDAY;2034
41230;47th-Dan Ryan;02/15/2015;SUNDAY/HOLIDAY;1416
41230;47th-Dan Ryan;02/16/2015;WEEKDAY;2225
41230;47th-Dan Ryan;02/17/2015;WEEKDAY;3150
41230;47th-Dan Ryan;02/18/2015;WEEKDAY;2990
41230;47th-Dan Ryan;02/19/2015;WEEKDAY;2063
41230;47th-Dan Ryan;02/20/2015;WEEKDAY;3011
41230;47th-Dan Ryan;02/21/2015;SATURDAY;2255
41230;47th-Dan Ryan;02/22/2015;SUNDAY/HOLIDAY;1661
41230;47th-Dan Ryan;02/23/2015;WEEKDAY;3071
41230;47th-Dan Ryan;02/24/2015;WEEKDAY;3088
41230;47th-Dan Ryan;02/25/2015;WEEKDAY;3186
41230;47th-Dan Ryan;02/26/2015;WEEKDAY;3069
41230;47th-Dan Ryan;02/27/2015;WEEKDAY;3352
41230;47th-Dan Ryan;02/28/2015;SATURDAY;2141
41240;Addison-O'Hare;02/01/2015;SUNDAY/HOLIDAY;866
41240;Addison-O'Hare;02/02/2015;WEEKDAY;2225
41240;Addison-O'Hare;02/03/2015;WEEKDAY;3227
41240;Addison-O'Hare;02/04/2015;WEEKDAY;3132
41240;Addison-O'Hare;02/05/2015;WEEKDAY;3074
41240;Addison-O'Hare;02/06/2015;WEEKDAY;3176
41240;Addison-O'Hare;02/07/2015;SATURDAY;1366
41240;Addison-O'Hare;02/08/2015;SUNDAY/HOLIDAY;924
41240;Addison-O'Hare;02/09/2015;WEEKDAY;2987
41240;Addison-O'Hare;02/10/2015;WEEKDAY;3068
41240;Addison-O'Hare;02/11/2015;WEEKDAY;3139
41240;Addison-O'Hare;02/12/2015;WEEKDAY;2897
41240;Addison-O'Hare;02/13/2015;WEEKDAY;2887
41240;Addison-O'Hare;02/14/2015;SATURDAY;1247
41240;Addison-O'Hare;02/15/2015;SUNDAY/HOLIDAY;854
41240;Addison-O'Hare;02/16/2015;WEEKDAY;2078
41240;Addison-O'Hare;02/17/2015;WEEKDAY;2968
41240;Addison-O'Hare;02/18/2015;WEEKDAY;2839
41240;Addison-O'Hare;02/19/2015;WEEKDAY;2101
41240;Addison-O'Hare;02/20/2015;WEEKDAY;2710
41240;Addison-O'Hare;02/21/2015;SATURDAY;1360
41240;Addison-O'Hare;02/22/2015;SUNDAY/HOLIDAY;875
41240;Addison-O'Hare;02/23/2015;WEEKDAY;2727
41240;Addison-O'Hare;02/24/2015;WEEKDAY;2951
41240;Addison-O'Hare;02/25/2015;WEEKDAY;3019
41240;Addison-O'Hare;02/26/2015;WEEKDAY;3115
41240;Addison-O'Hare;02/27/2015;WEEKDAY;2865
41240;Addison-O'Hare;02/28/2015;SATURDAY;1348
41250;Central-Evanston;02/01/2015;SUNDAY/HOLIDAY;276
41250;Central-Evanston;02/02/2015;WEEKDAY;890
41250;Central-Evanston;02/03/2015;WEEKDAY;942
41250;Central-Evanston;02/04/2015;WEEKDAY;880
41250;Central-Evanston;02/05/2015;WEEKDAY;800
41250;Central-Evanston;02/06/2015;WEEKDAY;790
41250;Central-Evanston;02/07/2015;SATURDAY;374
41250;Central-Evanston;02/08/2015;SUNDAY/HOLIDAY;258
41250;Central-Evanston;02/09/2015;WEEKDAY;765
41250;Central-Evanston;02/10/2015;WEEKDAY;983
41250;Central-Evanston;02/11/2015;WEEKDAY;827
41250;Central-Evanston;02/12/2015;WEEKDAY;749
41250;Central-Evanston;02/13/2015;WEEKDAY;770
41250;Central-Evanston;02/14/2015;SATURDAY;301
41250;Central-Evanston;02/15/2015;SUNDAY/HOLIDAY;390
41250;Central-Evanston;02/16/2015;WEEKDAY;654
41250;Central-Evanston;02/17/2015;WEEKDAY;788
41250;Central-Evanston;02/18/2015;WEEKDAY;779
41250;Central-Evanston;02/19/2015;WEEKDAY;631
41250;Central-Evanston;02/20/2015;WEEKDAY;711
41250;Central-Evanston;02/21/2015;SATURDAY;491
41250;Central-Evanston;02/22/2015;SUNDAY/HOLIDAY;248
41250;Central-Evanston;02/23/2015;WEEKDAY;773
41250;Central-Evanston;02/24/2015;WEEKDAY;754
41250;Central-Evanston;02/25/2015;WEEKDAY;1090
41250;Central-Evanston;02/26/2015;WEEKDAY;812
41250;Central-Evanston;02/27/2015;WEEKDAY;783
41250;Central-Evanston;02/28/2015;SATURDAY;309
41260;Austin-Lake;02/01/2015;SUNDAY/HOLIDAY;715
41260;Austin-Lake;02/02/2015;WEEKDAY;1528
41260;Austin-Lake;02/03/2015;WEEKDAY;2063
41260;Austin-Lake;02/04/2015;WEEKDAY;2068
41260;Austin-Lake;02/05/2015;WEEKDAY;2018
41260;Austin-Lake;02/06/2015;WEEKDAY;2062
41260;Austin-Lake;02/07/2015;SATURDAY;1305
41260;Austin-Lake;02/08/2015;SUNDAY/HOLIDAY;876
41260;Austin-Lake;02/09/2015;WEEKDAY;2064
41260;Austin-Lake;02/10/2015;WEEKDAY;2062
41260;Austin-Lake;02/11/2015;WEEKDAY;2093
41260;Austin-Lake;02/12/2015;WEEKDAY;1915
41260;Austin-Lake;02/13/2015;WEEKDAY;1825
41260;Austin-Lake;02/14/2015;SATURDAY;1061
41260;Austin-Lake;02/15/2015;SUNDAY/HOLIDAY;691
41260;Austin-Lake;02/16/2015;WEEKDAY;1476
41260;Austin-Lake;02/17/2015;WEEKDAY;2060
41260;Austin-Lake;02/18/2015;WEEKDAY;1725
41260;Austin-Lake;02/19/2015;WEEKDAY;1449
41260;Austin-Lake;02/20/2015;WEEKDAY;1907
41260;Austin-Lake;02/21/2015;SATURDAY;1176
41260;Austin-Lake;02/22/2015;SUNDAY/HOLIDAY;854
41260;Austin-Lake;02/23/2015;WEEKDAY;1919
41260;Austin-Lake;02/24/2015;WEEKDAY;1916
41260;Austin-Lake;02/25/2015;WEEKDAY;1979
41260;Austin-Lake;02/26/2015;WEEKDAY;1935
41260;Austin-Lake;02/27/2015;WEEKDAY;2012
41260;Austin-Lake;02/28/2015;SATURDAY;1091
41270;43rd;02/01/2015;SUNDAY/HOLIDAY;388
41270;43rd;02/02/2015;WEEKDAY;721
41270;43rd;02/03/2015;WEEKDAY;1074
41270;43rd;02/04/2015;WEEKDAY;1052
41270;43rd;02/05/2015;WEEKDAY;1015
41270;43rd;02/06/2015;WEEKDAY;1114
41270;43rd;02/07/2015;SATURDAY;646
41270;43rd;02/08/2015;SUNDAY/HOLIDAY;407
41270;43rd;02/09/2015;WEEKDAY;1009
41270;43rd;02/10/2015;WEEKDAY;1060
41270;43rd;02/11/2015;WEEKDAY;1059
41270;43rd;02/12/2015;WEEKDAY;959
41270;43rd;02/13/2015;WEEKDAY;1031
41270;43rd;02/14/2015;SATURDAY;559
41270;43rd;02/15/2015;SUNDAY/HOLIDAY;430
41270;43rd;02/16/2015;WEEKDAY;710
41270;43rd;02/17/2015;WEEKDAY;1047
41270;43rd;02/18/2015;WEEKDAY;950
41270;43rd;02/19/2015;WEEKDAY;704
41270;43rd;02/20/2015;WEEKDAY;955
41270;43rd;02/21/2015;SATURDAY;602
41270;43rd;02/22/2015;SUNDAY/HOLIDAY;411
41270;43rd;02/23/2015;WEEKDAY;912
41270;43rd;02/24/2015;WEEKDAY;985
41270;43rd;02/25/2015;WEEKDAY;1050
41270;43rd;02/26/2015;WEEKDAY;970
41270;43rd;02/27/2015;WEEKDAY;985
41270;43rd;02/28/2015;SATURDAY;573
41280;Jefferson Park;02/01/2015;SUNDAY/HOLIDAY;2353
41280;Jefferson Park;02/02/2015;WEEKDAY;5315
41280;Jefferson Park;02/03/2015;WEEKDAY;7256
41280;Jefferson Park;02/04/2015;WEEKDAY;7058
41280;Jefferson Park;02/05/2015;WEEKDAY;7013
41280;Jefferson Park;02/06/2015;WEEKDAY;6879
41280;Jefferson Park;02/07/2015;SATURDAY;3460
41280;Jefferson Park;02/08/2015;SUNDAY/HOLIDAY;2575
41280;Jefferson Park;02/09/2015;WEEKDAY;6800
41280;Jefferson Park;02/10/2015;WEEKDAY;6848
41280;Jefferson Park;02/11/2015;WEEKDAY;7028
41280;Jefferson Park;02/12/2015;WEEKDAY;6513
41280;Jefferson Park;02/13/2015;WEEKDAY;6530
41280;Jefferson Park;02/14/2015;SATURDAY;3024
41280;Jefferson Park;02/15/2015;SUNDAY/HOLIDAY;2276
41280;Jefferson Park;02/16/2015;WEEKDAY;5264
41280;Jefferson Park;02/17/2015;WEEKDAY;6693
41280;Jefferson Park;02/18/2015;WEEKDAY;6376
41280;Jefferson Park;02/19/2015;WEEKDAY;5375
41280;Jefferson Park;02/20/2015;WEEKDAY;6453
41280;Jefferson Park;02/21/2015;SATURDAY;3400
41280;Jefferson Park;02/22/2015;SUNDAY/HOLIDAY;2460
41280;Jefferson Park;02/23/2015;WEEKDAY;6319
41280;Jefferson Park;02/24/2015;WEEKDAY;6726
41280;Jefferson Park;02/25/2015;WEEKDAY;6794
41280;Jefferson Park;02/26/2015;WEEKDAY;6778
41280;Jefferson Park;02/27/2015;WEEKDAY;6640
41280;Jefferson Park;02/28/2015;SATURDAY;3305
41290;Kimball;02/01/2015;SUNDAY/HOLIDAY;1575
41290;Kimball;02/02/2015;WEEKDAY;3271
41290;Kimball;02/03/2015;WEEKDAY;4861
41290;Kimball;02/04/2015;WEEKDAY;4772
41290;Kimball;02/05/2015;WEEKDAY;4623
41290;Kimball;02/06/2015;WEEKDAY;4495
41290;Kimball;02/07/2015;SATURDAY;2661
41290;Kimball;02/08/2015;SUNDAY/HOLIDAY;1797
41290;Kimball;02/09/2015;WEEKDAY;4243
41290;Kimball;02/10/2015;WEEKDAY;4405
41290;Kimball;02/11/2015;WEEKDAY;4360
41290;Kimball;02/12/2015;WEEKDAY;3970
41290;Kimball;02/13/2015;WEEKDAY;4294
41290;Kimball;02/14/2015;SATURDAY;2427
41290;Kimball;02/15/2015;SUNDAY/HOLIDAY;1525
41290;Kimball;02/16/2015;WEEKDAY;3233
41290;Kimball;02/17/2015;WEEKDAY;4258
41290;Kimball;02/18/2015;WEEKDAY;4058
41290;Kimball;02/19/2015;WEEKDAY;3183
41290;Kimball;02/20/2015;WEEKDAY;4038
41290;Kimball;02/21/2015;SATURDAY;2486
41290;Kimball;02/22/2015;SUNDAY/HOLIDAY;1689
41290;Kimball;02/23/2015;WEEKDAY;3890
41290;Kimball;02/24/2015;WEEKDAY;4236
41290;Kimball;02/25/2015;WEEKDAY;4251
41290;Kimball;02/26/2015;WEEKDAY;4428
41290;Kimball;02/27/2015;WEEKDAY;4318
41290;Kimball;02/28/2015;SATURDAY;2583
41300;Loyola;02/01/2015;SUNDAY/HOLIDAY;2794
41300;Loyola;02/02/2015;WEEKDAY;4885
41300;Loyola;02/03/2015;WEEKDAY;6039
41300;Loyola;02/04/2015;WEEKDAY;6064
41300;Loyola;02/05/2015;WEEKDAY;6125
41300;Loyola;02/06/2015;WEEKDAY;6491
41300;Loyola;02/07/2015;SATURDAY;4768
41300;Loyola;02/08/2015;SUNDAY/HOLIDAY;2998
41300;Loyola;02/09/2015;WEEKDAY;5696
41300;Loyola;02/10/2015;WEEKDAY;5788
41300;Loyola;02/11/2015;WEEKDAY;5885
41300;Loyola;02/12/2015;WEEKDAY;5854
41300;Loyola;02/13/2015;WEEKDAY;6314
41300;Loyola;02/14/2015;SATURDAY;4299
41300;Loyola;02/15/2015;SUNDAY/HOLIDAY;2764
41300;Loyola;02/16/2015;WEEKDAY;4666
41300;Loyola;02/17/2015;WEEKDAY;5607
41300;Loyola;02/18/2015;WEEKDAY;5527
41300;Loyola;02/19/2015;WEEKDAY;4650
41300;Loyola;02/20/2015;WEEKDAY;5880
41300;Loyola;02/21/2015;SATURDAY;4463
41300;Loyola;02/22/2015;SUNDAY/HOLIDAY;3011
41300;Loyola;02/23/2015;WEEKDAY;5397
41300;Loyola;02/24/2015;WEEKDAY;5417
41300;Loyola;02/25/2015;WEEKDAY;5555
41300;Loyola;02/26/2015;WEEKDAY;5787
41300;Loyola;02/27/2015;WEEKDAY;6010
41300;Loyola;02/28/2015;SATURDAY;3938
41310;Paulina;02/01/2015;SUNDAY/HOLIDAY;1270
41310;Paulina;02/02/2015;WEEKDAY;2523
41310;Paulina;02/03/2015;WEEKDAY;3278
41310;Paulina;02/04/2015;WEEKDAY;3054
41310;Paulina;02/05/2015;WEEKDAY;2944
41310;Paulina;02/06/2015;WEEKDAY;2977
41310;Paulina;02/07/2015;SATURDAY;1877
41310;Paulina;02/08/2015;SUNDAY/HOLIDAY;1118
41310;Paulina;02/09/2015;WEEKDAY;2757
41310;Paulina;02/10/2015;WEEKDAY;2907
41310;Paulina;02/11/2015;WEEKDAY;2832
41310;Paulina;02/12/2015;WEEKDAY;2740
41310;Paulina;02/13/2015;WEEKDAY;2727
41310;Paulina;02/14/2015;SATURDAY;1473
41310;Paulina;02/15/2015;SUNDAY/HOLIDAY;969
41310;Paulina;02/16/2015;WEEKDAY;2102
41310;Paulina;02/17/2015;WEEKDAY;2919
41310;Paulina;02/18/2015;WEEKDAY;2571
41310;Paulina;02/19/2015;WEEKDAY;2112
41310;Paulina;02/20/2015;WEEKDAY;2559
41310;Paulina;02/21/2015;SATURDAY;1651
41310;Paulina;02/22/2015;SUNDAY/HOLIDAY;1009
41310;Paulina;02/23/2015;WEEKDAY;2508
41310;Paulina;02/24/2015;WEEKDAY;2733
41310;Paulina;02/25/2015;WEEKDAY;2712
41310;Paulina;02/26/2015;WEEKDAY;2780
41310;Paulina;02/27/2015;WEEKDAY;2672
41310;Paulina;02/28/2015;SATURDAY;1636
41320;Belmont-North Main;02/01/2015;SUNDAY/HOLIDAY;6959
41320;Belmont-North Main;02/02/2015;WEEKDAY;10679
41320;Belmont-North Main;02/03/2015;WEEKDAY;13578
41320;Belmont-North Main;02/04/2015;WEEKDAY;13808
41320;Belmont-North Main;02/05/2015;WEEKDAY;13443
41320;Belmont-North Main;02/06/2015;WEEKDAY;14078
41320;Belmont-North Main;02/07/2015;SATURDAY;11217
41320;Belmont-North Main;02/08/2015;SUNDAY/HOLIDAY;7498
41320;Belmont-North Main;02/09/2015;WEEKDAY;12278
41320;Belmont-North Main;02/10/2015;WEEKDAY;12948
41320;Belmont-North Main;02/11/2015;WEEKDAY;12917
41320;Belmont-North Main;02/12/2015;WEEKDAY;12725
41320;Belmont-North Main;02/13/2015;WEEKDAY;13061
41320;Belmont-North Main;02/14/2015;SATURDAY;8862
41320;Belmont-North Main;02/15/2015;SUNDAY/HOLIDAY;6550
41320;Belmont-North Main;02/16/2015;WEEKDAY;9994
41320;Belmont-North Main;02/17/2015;WEEKDAY;12338
41320;Belmont-North Main;02/18/2015;WEEKDAY;11908
41320;Belmont-North Main;02/19/2015;WEEKDAY;10029
41320;Belmont-North Main;02/20/2015;WEEKDAY;12300
41320;Belmont-North Main;02/21/2015;SATURDAY;10067
41320;Belmont-North Main;02/22/2015;SUNDAY/HOLIDAY;7348
41320;Belmont-North Main;02/23/2015;WEEKDAY;11462
41320;Belmont-North Main;02/24/2015;WEEKDAY;12160
41320;Belmont-North Main;02/25/2015;WEEKDAY;12502
41320;Belmont-North Main;02/26/2015;WEEKDAY;12857
41320;Belmont-North Main;02/27/2015;WEEKDAY;12832
41320;Belmont-North Main;02/28/2015;SATURDAY;9608
41330;Montrose-O'Hare;02/01/2015;SUNDAY/HOLIDAY;758
41330;Montrose-O'Hare;02/02/2015;WEEKDAY;1825
41330;Montrose-O'Hare;02/03/2015;WEEKDAY;2685
41330;Montrose-O'Hare;02/04/2015;WEEKDAY;2636
41330;Montrose-O'Hare;02/05/2015;WEEKDAY;2669
41330;Montrose-O'Hare;02/06/2015;WEEKDAY;2445
41330;Montrose-O'Hare;02/07/2015;SATURDAY;1241
41330;Montrose-O'Hare;02/08/2015;SUNDAY/HOLIDAY;855
